avatarThumbnail,cid,createTime,createTimeISO,diggCount,input,likedByAuthor,pinnedByAuthor,repliesToId,replyCommentTotal,submittedVideoUrl,komentar,uid,uniqueId,videoWebUrl,timestamp,cleaned,stemmed,sentiment
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/eab8a7cb52312b3ad7edeac3c96959ca~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=af2bd116&x-expires=1746104400&x-signature=O6P%2BDP07DBtCmLySglARNW0AgvI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7413326633958146822,1726049621,2024-09-11T10:13:41.000Z,140,https://www.tiktok.com/@firufd/video/7413308230006246661,false,false,,5,https://www.tiktok.com/@firufd/video/7413308230006246661,semoga ga kena takedown lagi bang😌🙂,6929276588271223810,eighteenth_18th,https://www.tiktok.com/@firufd/video/7413308230006246661,2024-09-11T10:13:41.000Z,semoga ga kena takedown lagi bang,moga ga kena takedown lagi bang,negatif
https://p16-common-sign-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/b392d08dad653da28950523288d5af2b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a6f0323a&x-expires=1746104400&x-signature=owoPbHgzBFYDVWe%2Bitkb32MmEs8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7413751907799286534,1726148635,2024-09-12T13:43:55.000Z,15,https://www.tiktok.com/@firufd/video/7413308230006246661,false,false,,0,https://www.tiktok.com/@firufd/video/7413308230006246661,"justru akun anon tuh adalah kelakuan asli seseorang. kan ada quote ""give a man a mask, and he will tell you the truth""",6919580778369614850,racays,https://www.tiktok.com/@firufd/video/7413308230006246661,2024-09-12T13:43:55.000Z,justru akun anon tuh adalah kelakuan asli seseorang kan ada quote give a man a mask and he will tell you the truth,justru akun anon tuh adalah laku asli orang kan ada quote give a man a mask and he will tell you the truth,negatif
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/2a6b42c14ad0599b705318ea72898598~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=de3ae526&x-expires=1746104400&x-signature=Ji1sC9dFEkw2Wu%2FVoE%2FLF%2FYZAsg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7413405756379284229,1726068044,2024-09-11T15:20:44.000Z,894,https://www.tiktok.com/@firufd/video/7413308230006246661,false,false,,30,https://www.tiktok.com/@firufd/video/7413308230006246661,"Gw pengguna kaskus dari tahun 2009, emang begitu cara ngomongnya di kaskus, semua disapa pake: agan, aganwati, ane, ente, dll 😁",7062514074882032666,benitsuyu,https://www.tiktok.com/@firufd/video/7413308230006246661,2024-09-11T15:20:44.000Z,gw pengguna kaskus dari tahun emang begitu cara ngomongnya di kaskus semua disapa pake agan aganwati ane ente dll,gw guna kaskus dari tahun emang begitu cara ngomongnya di kaskus semua sapa pake agan aganwati ane ente dll,netral
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/22fab197beec4eac4e546a6f850639b9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e2624434&x-expires=1746104400&x-signature=9LM59D66DcbrHHUJCt2mEtSWD1w%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7413528545676739334,1726096632,2024-09-11T23:17:12.000Z,63,https://www.tiktok.com/@firufd/video/7413308230006246661,false,false,,1,https://www.tiktok.com/@firufd/video/7413308230006246661,wait kapitalnya juga sama mereka yang ngetik nyari gunting pik,7169139261420635137,itsmefa_rell2,https://www.tiktok.com/@firufd/video/7413308230006246661,2024-09-11T23:17:12.000Z,wait kapitalnya juga sama mereka yang ngetik nyari gunting pik,wait kapital juga sama mereka yang ngetik nyari gunting pik,negatif
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/d66b3aaf9914738707cace42493805d6~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c7b7a301&x-expires=1746104400&x-signature=Mb%2FL6jAIihnO2PahZE6yU%2B3zl%2BM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7413341285459100421,1726053032,2024-09-11T11:10:32.000Z,216,https://www.tiktok.com/@firufd/video/7413308230006246661,false,false,,15,https://www.tiktok.com/@firufd/video/7413308230006246661,gatau akun siapa tapi tau kalau itu bukan akun Gibran wkwkw,6958232450414248966,oorleuavqiwlb,https://www.tiktok.com/@firufd/video/7413308230006246661,2024-09-11T11:10:32.000Z,gatau akun siapa tapi tau kalau itu bukan akun gibran wkwkw,gatau akun siapa tapi tau kalau itu bukan akun gibran wkwkw,negatif
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/f3277a1bd1d15b3cf81f53d980096e08~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f4f1f025&x-expires=1746104400&x-signature=Qp23GN2TXNIO%2BNc%2Bx6P%2BvNqJdJ0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7413373456538026758,1726060520,2024-09-11T13:15:20.000Z,87,https://www.tiktok.com/@firufd/video/7413308230006246661,false,false,,4,https://www.tiktok.com/@firufd/video/7413308230006246661,"oalah paham aku skg, soalnya aku ragu krn ada yg coment bgtu bang. Skg jd makin yakin lagi kl itu akun Gbrn",6552108557088243714,izmier.lazuardy,https://www.tiktok.com/@firufd/video/7413308230006246661,2024-09-11T13:15:20.000Z,oalah paham aku skg soalnya aku ragu krn ada yg coment bgtu bang skg jd makin yakin lagi kl itu akun gbrn,oalah paham aku skg soal aku ragu krn ada yg coment bgtu bang skg jd makin yakin lagi kl itu akun gbrn,positif
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/503f8e613c9201f128a6122e4ae20f89~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e20da4b1&x-expires=1746104400&x-signature=QWqZGw6XvTPAVFN5Ze3O41l9LGo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7413351970087748358,1726055519,2024-09-11T11:51:59.000Z,494,https://www.tiktok.com/@firufd/video/7413308230006246661,false,false,,30,https://www.tiktok.com/@firufd/video/7413308230006246661,Prabowo beli jagung bakar,6538677730099445761,sebotolaquaaa,https://www.tiktok.com/@firufd/video/7413308230006246661,2024-09-11T11:51:59.000Z,prabowo beli jagung bakar,prabowo beli jagung bakar,netral
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/fcb03ae65dfe0cf14dc0058ee66108aa~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=fda48af1&x-expires=1746104400&x-signature=iXR88uEtTJx3iSpQroto5YpQsi4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7413367094266086149,1726059041,2024-09-11T12:50:41.000Z,14,https://www.tiktok.com/@firufd/video/7413308230006246661,false,false,,0,https://www.tiktok.com/@firufd/video/7413308230006246661,"Bang semangat mencerdaskan mereka, aku sangat apresiasi👍😁",7274895907970515973,parisn_classic,https://www.tiktok.com/@firufd/video/7413308230006246661,2024-09-11T12:50:41.000Z,bang semangat mencerdaskan mereka aku sangat apresiasi,bang semangat cerdas mereka aku sangat apresiasi,positif
https://p19-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/7324318649152438273~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=deda316a&x-expires=1746104400&x-signature=Z7Fjvfz8N79pWFe1v6IdChGE5Ik%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7413309460591805189,1726045633,2024-09-11T09:07:13.000Z,33,https://www.tiktok.com/@firufd/video/7413308230006246661,false,false,,1,https://www.tiktok.com/@firufd/video/7413308230006246661,"dulu dia keyboard warrior sejati
sangat mewakili kebanyakan netizen indo",6809314156979356674,awecho99,https://www.tiktok.com/@firufd/video/7413308230006246661,2024-09-11T09:07:13.000Z,dulu dia keyboard warrior sejati sangat mewakili kebanyakan netizen indo,dulu dia keyboard warrior sejati sangat wakil banyak netizen indo,positif
https://p16-common-sign-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/0f6bcf9374de819dbd77995ca707333b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=56d72fa6&x-expires=1746104400&x-signature=5vgyLQKC0Y0CjbJYNATkcLPdjhw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7413411990783443717,1726069493,2024-09-11T15:44:53.000Z,13,https://www.tiktok.com/@firufd/video/7413308230006246661,false,false,,5,https://www.tiktok.com/@firufd/video/7413308230006246661,"sehat2 trus bg,spya ntar bisa liat gibran dilantik jd wapres.",7011765266225038341,inisial__er__,https://www.tiktok.com/@firufd/video/7413308230006246661,2024-09-11T15:44:53.000Z,sehat trus bgspya ntar bisa liat gibran dilantik jd wapres,sehat trus bgspya ntar bisa liat gibran lantik jd wapres,netral
https://p19-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/1c3443a312faf9d9533860aa1481598d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2d7cd432&x-expires=1746104400&x-signature=NS88djlW8riU03OLiW8rLAlwZu8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7413400797088006917,1726066887,2024-09-11T15:01:27.000Z,15,https://www.tiktok.com/@firufd/video/7413308230006246661,false,false,,2,https://www.tiktok.com/@firufd/video/7413308230006246661,ini kayanya kalau ada dawai jilid II kayanya kali ini bakal ikut nangis dah😭,7006629949420733467,dosen_nyabl4k,https://www.tiktok.com/@firufd/video/7413308230006246661,2024-09-11T15:01:27.000Z,ini kayanya kalau ada dawai jilid ii kayanya kali ini bakal ikut nangis dah,ini kaya kalau ada dawai jilid ii kaya kali ini bakal ikut nang dah,positif
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/3ff48859e31114dd7ca5b4e8ef354bfc~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e852d497&x-expires=1746104400&x-signature=RisM3lmtj%2FnXTNjdLTCsLHt2Sg4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7413417304955175686,1726070735,2024-09-11T16:05:35.000Z,15,https://www.tiktok.com/@firufd/video/7413308230006246661,false,false,,1,https://www.tiktok.com/@firufd/video/7413308230006246661,cendol gan...,7112964841685566490,ido_band,https://www.tiktok.com/@firufd/video/7413308230006246661,2024-09-11T16:05:35.000Z,cendol gan,cendol gan,positif
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/7329105542872301575~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ce8fd98b&x-expires=1746104400&x-signature=SlIu7nuXiCOjYM5xtKYFPuv8HAw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7414567521757643525,1726338536,2024-09-14T18:28:56.000Z,60,https://www.tiktok.com/@firufd/video/7413308230006246661,false,false,,9,https://www.tiktok.com/@firufd/video/7413308230006246661,haduh kenapa isu fufufafa gak muncul sebelum pilpres 2024.,6972859929892209665,cloudsugar77,https://www.tiktok.com/@firufd/video/7413308230006246661,2024-09-14T18:28:56.000Z,haduh kenapa isu fufufafa gak muncul sebelum pilpres,haduh kenapa isu fufufafa gak muncul belum pilpres,negatif
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/e54848c613ef95cb78873536bfd604e3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f4c3d115&x-expires=1746104400&x-signature=2bO2KpnvXf3j071H1%2FsTu6X0WwU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7413547652564681477,1726101081,2024-09-12T00:31:21.000Z,9,https://www.tiktok.com/@firufd/video/7413308230006246661,false,false,,9,https://www.tiktok.com/@firufd/video/7413308230006246661,Semangat anak abah,6927877879330931713,ikhwan_sa55,https://www.tiktok.com/@firufd/video/7413308230006246661,2024-09-12T00:31:21.000Z,semangat anak abah,semangat anak abah,positif
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/47afa89e8b30d607277892c55a4787cd~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3eed0cab&x-expires=1746104400&x-signature=MYiu4Z3YyT38w7okmBtHyTGOGA4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7413569705011233541,1726106215,2024-09-12T01:56:55.000Z,49,https://www.tiktok.com/@firufd/video/7413308230006246661,false,false,7413547652564681477,,https://www.tiktok.com/@firufd/video/7413308230006246661,mkasih udh disemangatin😁,6864320299485660161,kebantings,https://www.tiktok.com/@firufd/video/7413308230006246661,2024-09-12T01:56:55.000Z,mkasih udh disemangatin,mkasih udh disemangatin,positif
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/655305127dc50203186d97cd2114d82c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=79021cf2&x-expires=1746104400&x-signature=aq2zbffFkQBMLI6niTSoRhwju%2Fs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7413416552400126725,1726070557,2024-09-11T16:02:37.000Z,40,https://www.tiktok.com/@firufd/video/7413308230006246661,false,false,,36,https://www.tiktok.com/@firufd/video/7413308230006246661,"pak prabowo sama gibran pasti sudah liat komentar2 fufufafa sambil mereka ngopi2 bareng dan tertawa2,,",7059304189298934786,belanjahappy1208,https://www.tiktok.com/@firufd/video/7413308230006246661,2024-09-11T16:02:37.000Z,pak prabowo sama gibran pasti sudah liat komentar fufufafa sambil mereka ngopi bareng dan tertawa,pak prabowo sama gibran pasti sudah liat komentar fufufafa sambil mereka ngopi bareng dan tertawa,positif
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/026daba9aa9d1ed4f84442f061a6d778~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1a05eea0&x-expires=1746104400&x-signature=G9oIkfi0SyD2EbTzknuSW6MqAhY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7413319867674198790,1726048055,2024-09-11T09:47:35.000Z,8,https://www.tiktok.com/@firufd/video/7413308230006246661,false,false,,0,https://www.tiktok.com/@firufd/video/7413308230006246661,"bg, lama² kriteria suami gw harus kaya elu😭",6882518023782679554,pseudcode,https://www.tiktok.com/@firufd/video/7413308230006246661,2024-09-11T09:47:35.000Z,bg lama kriteria suami gw harus kaya elu,bg lama kriteria suami gw harus kaya elu,negatif
https://p19-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/6f91302108f563f58da767989491432f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b495db7c&x-expires=1746104400&x-signature=ZYGXZL5LsrUY6jSI7TCZTMOTX%2F8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7413327511214048006,1726049829,2024-09-11T10:17:09.000Z,5,https://www.tiktok.com/@firufd/video/7413308230006246661,false,false,,0,https://www.tiktok.com/@firufd/video/7413308230006246661,asik bgt lu bg😂😂,7190701390502904833,gegewepe94,https://www.tiktok.com/@firufd/video/7413308230006246661,2024-09-11T10:17:09.000Z,asik bgt lu bg,asik bgt lu bg,positif
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/6c76631ae52802b69bf4155b435fa2b9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b8878d3a&x-expires=1746104400&x-signature=EEh2kpXqsy3G7PdHVwZqywCD1iA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7413323175377289990,1726048818,2024-09-11T10:00:18.000Z,6,https://www.tiktok.com/@firufd/video/7413308230006246661,false,false,,2,https://www.tiktok.com/@firufd/video/7413308230006246661,ingat aja kita gak tau sifat asli seseorang bisa aja yang keliatannya bijaksana bisa jadi pas pake akun anonim gak kayak gitu,6958800293870060546,umbr6l,https://www.tiktok.com/@firufd/video/7413308230006246661,2024-09-11T10:00:18.000Z,ingat aja kita gak tau sifat asli seseorang bisa aja yang keliatannya bijaksana bisa jadi pas pake akun anonim gak kayak gitu,ingat aja kita gak tau sifat asli orang bisa aja yang liat bijaksana bisa jadi pas pake akun anonim gak kayak gitu,negatif
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/7335489762997829652~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=05116181&x-expires=1746104400&x-signature=gnAye0MBxr8SEiJhzqQ%2FNIEZw%2FU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7415116376135877381,1726466330,2024-09-16T05:58:50.000Z,1,https://www.tiktok.com/@firufd/video/7413308230006246661,false,false,,0,https://www.tiktok.com/@firufd/video/7413308230006246661,👍👍👍👍👍👍👍👍👍,6973174837725103106,rocket_black_angel,https://www.tiktok.com/@firufd/video/7413308230006246661,2024-09-16T05:58:50.000Z,,,netral
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/e8d9f54930cb91a60831a219d2ce4559~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3b1e7e39&x-expires=1746104400&x-signature=C6LFe27dk8Zg2oUUiF01E1bXCRE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7413723636165591814,1726142057,2024-09-12T11:54:17.000Z,3,https://www.tiktok.com/@firufd/video/7413308230006246661,false,false,,0,https://www.tiktok.com/@firufd/video/7413308230006246661,selamat anda mendapatkan penghargaan pendidikan warga tiltok,6957267805922329602,rizz.mell02,https://www.tiktok.com/@firufd/video/7413308230006246661,2024-09-12T11:54:17.000Z,selamat anda mendapatkan penghargaan pendidikan warga tiltok,selamat anda dapat harga didik warga tiltok,netral
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/83821c65a79931fa49ad4bd11ee7fda9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=79cde53b&x-expires=1746104400&x-signature=PfF82jKgjM%2BfTkqh4t29Tv9CHVg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7413423172470457093,1726072095,2024-09-11T16:28:15.000Z,294,https://www.tiktok.com/@firufd/video/7413308230006246661,false,false,7413416552400126725,,https://www.tiktok.com/@firufd/video/7413308230006246661,wkwkwwkw menggelinding bareng abis itu beli jagung bakar🤣,6958347581000975361,jo_blvn,https://www.tiktok.com/@firufd/video/7413308230006246661,2024-09-11T16:28:15.000Z,wkwkwwkw menggelinding bareng abis itu beli jagung bakar,wkwkwwkw gelinding bareng abis itu beli jagung bakar,netral
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/38402262cbe7b09dcf213e5640f5e022~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=e4c96700&x-expires=1746104400&x-signature=9e61sqhdO8J%2B08BuE2jRcxv6%2Bmo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,7413486444289032965,1726086829,2024-09-11T20:33:49.000Z,2,https://www.tiktok.com/@firufd/video/7413308230006246661,false,false,,23,https://www.tiktok.com/@firufd/video/7413308230006246661,Kalo itu akun nya Gibran knp? Dan kalo gak knp?,6817142973701604353,supermarket6969,https://www.tiktok.com/@firufd/video/7413308230006246661,2024-09-11T20:33:49.000Z,kalo itu akun nya gibran knp dan kalo gak knp,kalo itu akun nya gibran knp dan kalo gak knp,netral
